month,division,line,delays,is_weekend,delay_rate_line,category_flag_infra
2024-12-01,A DIVISION,4,8,0,1.0138646745462148,0
2024-12-01,A DIVISION,4,50,0,1.0138646745462148,0
2024-12-01,A DIVISION,4,415,0,1.0138646745462148,0
2024-12-01,A DIVISION,4,117,0,1.0138646745462148,0
2024-12-01,A DIVISION,4,20,1,1.0138646745462148,0
2024-12-01,A DIVISION,4,15,1,1.0138646745462148,1
2024-12-01,A DIVISION,4,3,1,1.0138646745462148,1
2024-12-01,A DIVISION,4,17,1,1.0138646745462148,1
2024-12-01,A DIVISION,4,65,1,1.0138646745462148,1
2024-12-01,A DIVISION,4,21,1,1.0138646745462148,1
2024-12-01,A DIVISION,4,41,1,1.0138646745462148,1
2024-12-01,A DIVISION,4,4,1,1.0138646745462148,1
2024-12-01,A DIVISION,4,155,1,1.0138646745462148,0
2024-12-01,A DIVISION,4,5,1,1.0138646745462148,0
2024-12-01,A DIVISION,4,72,1,1.0138646745462148,0
2024-12-01,A DIVISION,4,7,1,1.0138646745462148,0
2024-12-01,A DIVISION,4,104,1,1.0138646745462148,0
2024-12-01,A DIVISION,4,17,1,1.0138646745462148,0
2024-12-01,A DIVISION,5,38,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,12,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,8,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,25,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,10,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,48,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,18,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,29,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,9,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,219,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,21,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,18,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,83,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,5,0,0.8148552686230055,1
2024-12-01,A DIVISION,5,144,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,7,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,99,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,7,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,67,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,459,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,185,0,0.8148552686230055,0
2024-12-01,A DIVISION,5,14,1,0.8148552686230055,0
2024-12-01,A DIVISION,5,4,1,0.8148552686230055,1
2024-12-01,A DIVISION,5,13,1,0.8148552686230055,1
2024-12-01,A DIVISION,5,14,1,0.8148552686230055,1
2024-12-01,A DIVISION,5,1,1,0.8148552686230055,1
2024-12-01,A DIVISION,5,19,1,0.8148552686230055,1
2024-12-01,A DIVISION,5,3,1,0.8148552686230055,1
2024-12-01,A DIVISION,5,67,1,0.8148552686230055,0
2024-12-01,A DIVISION,5,39,1,0.8148552686230055,0
2024-12-01,A DIVISION,5,43,1,0.8148552686230055,0
2024-12-01,A DIVISION,5,21,1,0.8148552686230055,0
2024-12-01,A DIVISION,5,117,1,0.8148552686230055,0
2024-12-01,A DIVISION,5,45,1,0.8148552686230055,0
2024-12-01,A DIVISION,6,91,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,17,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,40,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,52,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,56,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,3,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,42,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,129,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,14,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,46,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,88,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,7,0,1.4378480134315386,1
2024-12-01,A DIVISION,6,282,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,88,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,3,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,233,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,53,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,43,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,484,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,174,0,1.4378480134315386,0
2024-12-01,A DIVISION,6,32,1,1.4378480134315386,0
2024-12-01,A DIVISION,6,6,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,2,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,5,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,3,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,1,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,44,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,2,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,2,1,1.4378480134315386,1
2024-12-01,A DIVISION,6,56,1,1.4378480134315386,0
2024-12-01,A DIVISION,6,54,1,1.4378480134315386,0
2024-12-01,A DIVISION,6,1,1,1.4378480134315386,0
2024-12-01,A DIVISION,6,22,1,1.4378480134315386,0
2024-12-01,A DIVISION,6,109,1,1.4378480134315386,0
2024-12-01,A DIVISION,6,16,1,1.4378480134315386,0
2024-12-01,A DIVISION,7,88,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,1,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,8,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,21,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,50,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,10,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,113,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,5,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,264,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,53,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,9,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,122,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,6,0,0.9465045468595656,1
2024-12-01,A DIVISION,7,62,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,1,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,213,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,11,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,63,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,304,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,26,0,0.9465045468595656,0
2024-12-01,A DIVISION,7,17,1,0.9465045468595656,0
2024-12-01,A DIVISION,7,10,1,0.9465045468595656,0
2024-12-01,A DIVISION,7,2,1,0.9465045468595656,1
2024-12-01,A DIVISION,7,9,1,0.9465045468595656,1
2024-12-01,A DIVISION,7,2,1,0.9465045468595656,1
2024-12-01,A DIVISION,7,9,1,0.9465045468595656,1
2024-12-01,A DIVISION,7,2,1,0.9465045468595656,1
2024-12-01,A DIVISION,7,1,1,0.9465045468595656,1
2024-12-01,A DIVISION,7,7,1,0.9465045468595656,1
2024-12-01,A DIVISION,7,5,1,0.9465045468595656,0
2024-12-01,A DIVISION,7,27,1,0.9465045468595656,0
2024-12-01,A DIVISION,7,3,1,0.9465045468595656,0
2024-12-01,A DIVISION,7,52,1,0.9465045468595656,0
2024-12-01,A DIVISION,7,14,1,0.9465045468595656,0
2024-12-01,B DIVISION,A,159,0,1.383803227749115,0
2024-12-01,B DIVISION,A,119,0,1.383803227749115,0
2024-12-01,B DIVISION,A,1,0,1.383803227749115,0
2024-12-01,B DIVISION,A,14,0,1.383803227749115,1
2024-12-01,B DIVISION,A,11,0,1.383803227749115,1
2024-12-01,B DIVISION,A,5,0,1.383803227749115,1
2024-12-01,B DIVISION,A,44,0,1.383803227749115,1
2024-12-01,B DIVISION,A,81,0,1.383803227749115,1
2024-12-01,B DIVISION,A,8,0,1.383803227749115,1
2024-12-01,B DIVISION,A,149,0,1.383803227749115,1
2024-12-01,B DIVISION,A,39,0,1.383803227749115,1
2024-12-01,B DIVISION,A,34,0,1.383803227749115,1
2024-12-01,B DIVISION,A,37,0,1.383803227749115,1
2024-12-01,B DIVISION,A,43,0,1.383803227749115,1
2024-12-01,B DIVISION,A,119,0,1.383803227749115,0
2024-12-01,B DIVISION,A,12,0,1.383803227749115,0
2024-12-01,B DIVISION,A,331,0,1.383803227749115,0
2024-12-01,B DIVISION,A,24,0,1.383803227749115,0
2024-12-01,B DIVISION,A,97,0,1.383803227749115,0
2024-12-01,B DIVISION,A,250,0,1.383803227749115,0
2024-12-01,B DIVISION,A,66,0,1.383803227749115,0
2024-12-01,B DIVISION,A,68,1,1.383803227749115,0
2024-12-01,B DIVISION,A,26,1,1.383803227749115,0
2024-12-01,B DIVISION,A,35,1,1.383803227749115,0
2024-12-01,B DIVISION,A,15,1,1.383803227749115,1
2024-12-01,B DIVISION,A,50,1,1.383803227749115,1
2024-12-01,B DIVISION,A,3,1,1.383803227749115,1
2024-12-01,B DIVISION,A,129,1,1.383803227749115,1
2024-12-01,B DIVISION,A,6,1,1.383803227749115,1
2024-12-01,B DIVISION,A,30,1,1.383803227749115,1
2024-12-01,B DIVISION,A,25,1,1.383803227749115,1
2024-12-01,B DIVISION,A,4,1,1.383803227749115,1
2024-12-01,B DIVISION,A,44,1,1.383803227749115,0
2024-12-01,B DIVISION,A,13,1,1.383803227749115,0
2024-12-01,B DIVISION,A,348,1,1.383803227749115,0
2024-12-01,B DIVISION,A,2,1,1.383803227749115,0
2024-12-01,B DIVISION,A,29,1,1.383803227749115,0
2024-12-01,B DIVISION,A,76,1,1.383803227749115,0
2024-12-01,B DIVISION,A,26,1,1.383803227749115,0
2024-12-01,B DIVISION,B,198,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,19,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,11,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,61,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,26,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,20,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,54,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,58,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,204,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,1,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,67,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,62,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,37,0,1.1052264193138652,1
2024-12-01,B DIVISION,B,245,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,21,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,255,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,23,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,106,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,252,0,1.1052264193138652,0
2024-12-01,B DIVISION,B,57,0,1.1052264193138652,0
2024-12-01,B DIVISION,C,105,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,2,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,19,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,10,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,6,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,24,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,66,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,5,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,196,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,11,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,15,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,40,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,7,0,0.8537107081375966,1
2024-12-01,B DIVISION,C,261,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,13,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,109,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,14,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,81,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,342,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,99,0,0.8537107081375966,0
2024-12-01,B DIVISION,C,39,1,0.8537107081375966,0
2024-12-01,B DIVISION,C,8,1,0.8537107081375966,1
2024-12-01,B DIVISION,C,16,1,0.8537107081375966,1
2024-12-01,B DIVISION,C,17,1,0.8537107081375966,1
2024-12-01,B DIVISION,C,1,1,0.8537107081375966,1
2024-12-01,B DIVISION,C,56,1,0.8537107081375966,1
2024-12-01,B DIVISION,C,2,1,0.8537107081375966,1
2024-12-01,B DIVISION,C,5,1,0.8537107081375966,1
2024-12-01,B DIVISION,C,24,1,0.8537107081375966,0
2024-12-01,B DIVISION,C,314,1,0.8537107081375966,0
2024-12-01,B DIVISION,C,78,1,0.8537107081375966,0
2024-12-01,B DIVISION,C,13,1,0.8537107081375966,0
2024-12-01,B DIVISION,D,187,0,1.000137731322698,0
2024-12-01,B DIVISION,D,1,0,1.000137731322698,0
2024-12-01,B DIVISION,D,5,0,1.000137731322698,0
2024-12-01,B DIVISION,D,2,0,1.000137731322698,0
2024-12-01,B DIVISION,D,18,0,1.000137731322698,1
2024-12-01,B DIVISION,D,36,0,1.000137731322698,1
2024-12-01,B DIVISION,D,11,0,1.000137731322698,1
2024-12-01,B DIVISION,D,46,0,1.000137731322698,1
2024-12-01,B DIVISION,D,74,0,1.000137731322698,1
2024-12-01,B DIVISION,D,165,0,1.000137731322698,1
2024-12-01,B DIVISION,D,2,0,1.000137731322698,1
2024-12-01,B DIVISION,D,59,0,1.000137731322698,1
2024-12-01,B DIVISION,D,28,0,1.000137731322698,1
2024-12-01,B DIVISION,D,13,0,1.000137731322698,1
2024-12-01,B DIVISION,D,194,0,1.000137731322698,0
2024-12-01,B DIVISION,D,352,0,1.000137731322698,0
2024-12-01,B DIVISION,D,64,0,1.000137731322698,0
2024-12-01,B DIVISION,D,84,0,1.000137731322698,0
2024-12-01,B DIVISION,D,173,0,1.000137731322698,0
2024-12-01,B DIVISION,D,34,0,1.000137731322698,0
2024-12-01,B DIVISION,D,40,1,1.000137731322698,0
2024-12-01,B DIVISION,D,2,1,1.000137731322698,0
2024-12-01,B DIVISION,D,2,1,1.000137731322698,0
2024-12-01,B DIVISION,D,5,1,1.000137731322698,1
2024-12-01,B DIVISION,D,12,1,1.000137731322698,1
2024-12-01,B DIVISION,D,5,1,1.000137731322698,1
2024-12-01,B DIVISION,D,1,1,1.000137731322698,1
2024-12-01,B DIVISION,D,2,1,1.000137731322698,1
2024-12-01,B DIVISION,D,30,1,1.000137731322698,1
2024-12-01,B DIVISION,D,6,1,1.000137731322698,1
2024-12-01,B DIVISION,D,6,1,1.000137731322698,1
2024-12-01,B DIVISION,D,31,1,1.000137731322698,0
2024-12-01,B DIVISION,D,3,1,1.000137731322698,0
2024-12-01,B DIVISION,D,180,1,1.000137731322698,0
2024-12-01,B DIVISION,D,9,1,1.000137731322698,0
2024-12-01,B DIVISION,D,33,1,1.000137731322698,0
2024-12-01,B DIVISION,D,74,1,1.000137731322698,0
2024-12-01,B DIVISION,D,6,1,1.000137731322698,0
2024-12-01,B DIVISION,E,55,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,4,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,5,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,1,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,49,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,1211,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,63,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,19,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,78,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,152,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,17,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,57,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,12,0,1.3173113838044543,1
2024-12-01,B DIVISION,E,53,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,69,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,418,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,9,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,46,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,207,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,52,0,1.3173113838044543,0
2024-12-01,B DIVISION,E,8,1,1.3173113838044543,0
2024-12-01,B DIVISION,E,3,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,1,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,2,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,5,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,2,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,13,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,9,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,12,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,1,1,1.3173113838044543,1
2024-12-01,B DIVISION,E,5,1,1.3173113838044543,0
2024-12-01,B DIVISION,E,8,1,1.3173113838044543,0
2024-12-01,B DIVISION,E,102,1,1.3173113838044543,0
2024-12-01,B DIVISION,E,2,1,1.3173113838044543,0
2024-12-01,B DIVISION,E,12,1,1.3173113838044543,0
2024-12-01,B DIVISION,E,44,1,1.3173113838044543,0
2024-12-01,B DIVISION,E,20,1,1.3173113838044543,0
2024-12-01,B DIVISION,F,121,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,29,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,12,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,52,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,852,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,142,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,43,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,182,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,66,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,192,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,26,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,88,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,3,0,1.3819829148596365,1
2024-12-01,B DIVISION,F,76,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,86,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,501,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,28,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,146,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,267,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,56,0,1.3819829148596365,0
2024-12-01,B DIVISION,F,43,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,5,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,5,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,3,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,3,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,20,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,24,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,15,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,20,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,25,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,11,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,1,1,1.3819829148596365,1
2024-12-01,B DIVISION,F,10,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,205,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,113,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,2,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,12,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,162,1,1.3819829148596365,0
2024-12-01,B DIVISION,F,25,1,1.3819829148596365,0
2024-12-01,B DIVISION,G,41,0,0.6951019316020386,0
2024-12-01,B DIVISION,G,2,0,0.6951019316020386,1
